label=Strain@IntegrationPoint
num_items=37

0:	-1.719064e-05	 1.215638e-04	-3.274987e-04	 0.000000e+00	-2.552054e-05	 3.929650e-05	-4.859310e-05	 0.000000e+00	-2.761259e-05	 2.749569e-05	-3.840327e-06	 0.000000e+00	 2.709617e-05	 7.483641e-05	-2.705963e-04	 0.000000e+00	-1.542865e-05	 3.651222e-05	-3.459184e-05	 0.000000e+00	-1.888807e-05	 2.564852e-05	-5.501281e-06	 0.000000e+00	 6.602822e-05	 2.810906e-05	-1.764995e-04	 0.000000e+00	-1.931948e-05	 3.372794e-05	-1.886427e-05	 0.000000e+00	-1.512697e-05	 2.380134e-05	-6.343408e-06	 0.000000e+00	
1:	 5.572424e-05	 5.370091e-05	-1.425044e-04	 0.000000e+00	-1.853938e-05	 3.414348e-05	-2.025423e-05	 0.000000e+00	-1.609068e-05	 2.419039e-05	-6.851134e-06	 0.000000e+00	 4.636759e-05	 1.074194e-04	-1.468436e-04	 0.000000e+00	-1.905602e-05	 3.930571e-05	-3.110759e-05	 0.000000e+00	-1.573316e-05	 2.646812e-05	-1.385153e-05	 0.000000e+00	 3.701093e-05	 1.325730e-04	-1.574509e-04	 0.000000e+00	-1.957266e-05	 3.825333e-05	-4.256129e-05	 0.000000e+00	-1.537565e-05	 2.533476e-05	-2.092498e-05	 0.000000e+00	
2:	 4.700086e-05	 1.250246e-04	-2.771223e-04	 0.000000e+00	-1.441210e-05	 3.374010e-05	-6.111254e-05	 0.000000e+00	-1.303572e-05	 2.260069e-05	-2.860205e-05	 0.000000e+00	 8.518372e-05	 7.411515e-05	-2.708485e-04	 0.000000e+00	-5.371829e-06	 2.193629e-05	-5.979880e-05	 0.000000e+00	-9.311642e-06	 1.617969e-05	-2.746887e-05	 0.000000e+00	 1.233666e-04	-5.073741e-06	-2.453207e-04	 0.000000e+00	 3.668437e-06	 8.028663e-06	-5.270599e-05	 0.000000e+00	-5.587568e-06	 9.200029e-06	-2.351882e-05	 0.000000e+00	
3:	 1.311122e-04	-2.345629e-05	-2.183341e-04	 0.000000e+00	 6.642927e-06	 4.077516e-06	-4.758946e-05	 0.000000e+00	-6.400868e-06	 6.830711e-06	-2.344505e-05	 0.000000e+00	 1.640420e-04	-4.681998e-05	-1.379817e-04	 0.000000e+00	 1.531652e-05	-1.397219e-06	-3.071887e-05	 0.000000e+00	-2.878638e-06	 4.248033e-06	-1.576588e-05	 0.000000e+00	 1.494408e-04	-7.018367e-05	-4.519080e-05	 0.000000e+00	 1.220968e-05	-6.871954e-06	-1.047585e-05	 0.000000e+00	-5.258756e-06	 1.665355e-06	-6.345957e-06	 0.000000e+00	
4:	-1.373435e-05	 2.368439e-05	 2.129744e-06	 0.000000e+00	-1.153653e-05	 1.799351e-05	-4.299506e-08	 0.000000e+00	-9.338715e-06	 1.450092e-05	-6.081045e-07	 0.000000e+00	-1.421999e-05	 2.245702e-05	-6.290671e-07	 0.000000e+00	-1.178536e-05	 1.807664e-05	-8.580306e-07	 0.000000e+00	-9.350725e-06	 1.488648e-05	-6.817043e-07	 0.000000e+00	-1.420061e-05	 2.122965e-05	-2.960930e-06	 0.000000e+00	-1.181207e-05	 1.815977e-05	-1.483309e-06	 0.000000e+00	-9.423531e-06	 1.527204e-05	-8.027395e-07	 0.000000e+00	
5:	-8.263020e-06	 1.337511e-05	-3.297862e-07	 0.000000e+00	-6.764220e-06	 1.139593e-05	-2.328647e-08	 0.000000e+00	-5.265420e-06	 9.131778e-06	 8.498748e-09	 0.000000e+00	-8.212746e-06	 1.352656e-05	-5.858154e-07	 0.000000e+00	-6.736723e-06	 1.126284e-05	-6.418769e-07	 0.000000e+00	-5.260701e-06	 8.980124e-06	-6.168276e-07	 0.000000e+00	-8.281229e-06	 1.367801e-05	-9.400896e-07	 0.000000e+00	-6.744259e-06	 1.112974e-05	-1.296127e-06	 0.000000e+00	-5.207290e-06	 8.828470e-06	-1.215228e-06	 0.000000e+00	
6:	-4.460880e-06	 7.709185e-06	-7.036177e-08	 0.000000e+00	-3.194882e-06	 5.485729e-06	-1.347968e-07	 0.000000e+00	-1.928885e-06	 3.598703e-06	-1.046903e-07	 0.000000e+00	-4.462080e-06	 7.653248e-06	-5.283344e-07	 0.000000e+00	-3.193652e-06	 5.534397e-06	-3.493218e-07	 0.000000e+00	-1.925224e-06	 3.641693e-06	-2.441869e-07	 0.000000e+00	-4.401759e-06	 7.597311e-06	-9.487197e-07	 0.000000e+00	-3.170527e-06	 5.583064e-06	-5.522083e-07	 0.000000e+00	-1.939296e-06	 3.684683e-06	-3.979937e-07	 0.000000e+00	
7:	-1.351168e-06	 2.647717e-06	-5.421507e-08	 0.000000e+00	-6.318473e-07	 1.150318e-06	-9.173678e-09	 0.000000e+00	 8.747370e-08	-1.909307e-07	-2.189178e-08	 0.000000e+00	-1.346882e-06	 2.644352e-06	-2.217621e-07	 0.000000e+00	-6.278458e-07	 1.110985e-06	-1.664233e-07	 0.000000e+00	 9.119083e-08	-1.942458e-07	-5.574215e-08	 0.000000e+00	-1.364117e-06	 2.640987e-06	-4.062414e-07	 0.000000e+00	-6.187530e-07	 1.071651e-06	-3.236671e-07	 0.000000e+00	 1.266115e-07	-1.975609e-07	-7.264863e-08	 0.000000e+00	
8:	-1.370204e-05	 2.058814e-05	-4.806654e-06	 0.000000e+00	-1.156526e-05	 1.796755e-05	-3.169277e-06	 0.000000e+00	-9.428485e-06	 1.528701e-05	-2.069956e-06	 0.000000e+00	-1.251821e-05	 1.916608e-05	-7.315147e-06	 0.000000e+00	-1.086208e-05	 1.723548e-05	-6.080584e-06	 0.000000e+00	-9.205951e-06	 1.490756e-05	-5.168068e-06	 0.000000e+00	-1.161970e-05	 1.774402e-05	-8.863939e-06	 0.000000e+00	-1.020279e-05	 1.650342e-05	-8.409255e-06	 0.000000e+00	-8.785882e-06	 1.452811e-05	-8.060610e-06	 0.000000e+00	
9:	-8.344337e-06	 1.371164e-05	-1.842568e-06	 0.000000e+00	-6.755452e-06	 1.116566e-05	-1.774008e-06	 0.000000e+00	-5.166567e-06	 8.849765e-06	-1.644794e-06	 0.000000e+00	-8.237571e-06	 1.339359e-05	-4.819507e-06	 0.000000e+00	-6.565873e-06	 1.088117e-05	-4.269815e-06	 0.000000e+00	-4.894175e-06	 8.532835e-06	-3.632586e-06	 0.000000e+00	-7.854274e-06	 1.307554e-05	-7.722065e-06	 0.000000e+00	-6.069719e-06	 1.059668e-05	-6.764997e-06	 0.000000e+00	-4.285164e-06	 8.215906e-06	-5.693510e-06	 0.000000e+00	
