label=Stress@IntegrationPoint
num_items=37

0	: 9.680288e+00	 3.166752e+01	-2.594798e+01	 1.240434e+01	-2.406803e+00	 7.864204e+00	-3.850069e+00	 1.637220e+00	-4.389425e+00	 4.343118e+00	-3.042721e-01	-1.389225e-02	 1.640800e+01	 2.397299e+01	-2.143955e+01	 1.211430e+01	 6.085429e-02	 8.291483e+00	-2.740738e+00	 2.505701e+00	-2.189579e+00	 4.867757e+00	-4.358707e-01	 8.034534e-01	 2.165079e+01	 1.564206e+01	-1.398419e+01	 1.118785e+01	-1.349006e+00	 7.056970e+00	-1.494631e+00	 1.712389e+00	-1.366126e+00	 4.802513e+00	-5.025931e-01	 1.030916e+00	
1	: 2.183491e+01	 2.151429e+01	-1.129073e+01	 1.300476e+01	-1.083292e+00	 7.264915e+00	-1.604758e+00	 1.854487e+00	-1.587136e+00	 4.795865e+00	-5.428206e-01	 9.626188e-01	 2.562447e+01	 3.529882e+01	-1.163453e+01	 1.827699e+01	-6.130488e-01	 8.635041e+00	-2.464678e+00	 2.406598e+00	-1.217293e+00	 5.469988e+00	-1.097467e+00	 1.275809e+00	 2.601921e+01	 4.116212e+01	-1.247496e+01	 2.015440e+01	-8.813878e-01	 8.281808e+00	-3.372164e+00	 2.220126e+00	-1.252846e+00	 5.198188e+00	-1.657903e+00	 1.183603e+00	
2	: 2.789239e+01	 4.025616e+01	-2.195661e+01	 2.044457e+01	 1.329591e-02	 7.643566e+00	-4.841994e+00	 2.297059e+00	-9.288992e-01	 4.718101e+00	-2.266163e+00	 1.136760e+00	 3.243040e+01	 3.067646e+01	-2.145954e+01	 1.893206e+01	 1.117394e+00	 5.444680e+00	-4.737905e+00	 1.968622e+00	-6.592962e-01	 3.380099e+00	-2.176380e+00	 8.162409e-01	 3.360751e+01	 1.325466e+01	-1.943695e+01	 1.405865e+01	 1.971462e+00	 2.662390e+00	-4.175936e+00	 1.390155e+00	-4.560876e-01	 1.887178e+00	-1.863414e+00	 4.293270e-01	
3	: 3.357074e+01	 9.077573e+00	-1.729878e+01	 1.279449e+01	 2.326732e+00	 1.920213e+00	-3.770549e+00	 1.274083e+00	-9.632061e-01	 1.133490e+00	-1.857569e+00	 5.108526e-02	 3.992574e+01	 6.512221e+00	-1.093239e+01	 1.393139e+01	 4.081333e+00	 1.432849e+00	-2.433879e+00	 1.654255e+00	-2.934060e-01	 8.358973e-01	-1.249143e+00	 1.627474e-01	 3.310003e+01	-1.702003e+00	-3.580502e+00	 9.419409e+00	 2.569133e+00	-4.545721e-01	-8.300096e-01	 6.343683e-01	-1.260372e+00	-1.631671e-01	-5.027951e-01	-4.270618e-01	
4	:-9.938415e-01	 4.935590e+00	 1.687413e-01	 1.182524e+00	-1.060709e+00	 3.618667e+00	-3.406532e-03	 7.673873e-01	-8.663191e-01	 2.911346e+00	-4.818059e-02	 6.135080e-01	-1.274381e+00	 4.537514e+00	-4.984147e-02	 9.789400e-01	-1.119831e+00	 3.612147e+00	-6.798242e-02	 7.476951e-01	-8.238272e-01	 3.016838e+00	-5.401195e-02	 6.579031e-01	-1.414877e+00	 4.199458e+00	-2.345968e-01	 8.353743e-01	-1.117360e+00	 3.632025e+00	-1.175238e-01	 7.543995e-01	-7.981943e-01	 3.115104e+00	-6.360167e-02	 6.950729e-01	
5	:-7.018187e-01	 2.726993e+00	-2.612922e-02	 6.075522e-01	-5.214075e-01	 2.356278e+00	-1.845005e-03	 5.504612e-01	-3.748649e-01	 1.906537e+00	 6.733623e-04	 4.595017e-01	-6.698780e-01	 2.774966e+00	-4.641460e-02	 6.315265e-01	-5.296004e-01	 2.322638e+00	-5.085640e-02	 5.379112e-01	-3.915795e-01	 1.865043e+00	-4.887173e-02	 4.420392e-01	-6.708692e-01	 2.808826e+00	-7.448402e-02	 6.413871e-01	-5.475080e-01	 2.284834e+00	-1.026931e-01	 5.211977e-01	-3.947917e-01	 1.829336e+00	-9.628344e-02	 4.303634e-01	
6	:-3.208292e-01	 1.607658e+00	-5.574817e-03	 3.860486e-01	-2.340076e-01	 1.141535e+00	-1.068005e-02	 2.722584e-01	-1.072027e-01	 7.687074e-01	-8.294693e-03	 1.984514e-01	-3.278101e-01	 1.592003e+00	-4.186034e-02	 3.792580e-01	-2.278825e-01	 1.155178e+00	-2.767704e-02	 2.781885e-01	-1.010781e-01	 7.810641e-01	-1.934712e-02	 2.039958e-01	-3.177304e-01	 1.583661e+00	-7.516779e-02	 3.797791e-01	-2.156859e-01	 1.171422e+00	-4.375189e-02	 2.867207e-01	-9.987121e-02	 7.913132e-01	-3.153335e-02	 2.074326e-01	
7	:-6.001842e-02	 5.736511e-01	-4.295502e-03	 1.540898e-01	-3.850525e-02	 2.438994e-01	-7.268376e-04	 6.161825e-02	 1.565745e-03	-4.255065e-02	-1.734503e-03	-1.229547e-02	-5.922982e-02	 5.732273e-01	-1.757039e-02	 1.541993e-01	-4.207022e-02	 2.334675e-01	-1.318585e-02	 5.741920e-02	 2.202545e-03	-4.302819e-02	-4.416493e-03	-1.224769e-02	-6.440911e-02	 5.702459e-01	-3.218682e-02	 1.517510e-01	-4.422332e-02	 2.236408e-01	-2.564439e-02	 5.382523e-02	 1.163098e-02	-3.973788e-02	-5.756007e-03	-8.432072e-03	
8	:-1.352860e+00	 4.080814e+00	-3.808349e-01	 8.183862e-01	-1.071762e+00	 3.608053e+00	-2.511043e-01	 7.608872e-01	-7.977895e-01	 3.118665e+00	-1.640042e-01	 6.962626e-01	-1.193582e+00	 3.827159e+00	-5.795847e-01	 7.900731e-01	-9.637681e-01	 3.488615e+00	-4.817693e-01	 7.574542e-01	-7.811750e-01	 3.039889e+00	-4.094700e-01	 6.776141e-01	-1.113423e+00	 3.539597e+00	-7.022967e-01	 7.278523e-01	-8.679442e-01	 3.363962e+00	-6.662717e-01	 7.488055e-01	-7.097827e-01	 2.984588e+00	-6.386483e-01	 6.824417e-01	
9	:-6.843736e-01	 2.810650e+00	-1.459881e-01	 6.378830e-01	-5.463429e-01	 2.293464e+00	-1.405560e-01	 5.241364e-01	-3.809681e-01	 1.840081e+00	-1.303183e-01	 4.377340e-01	-6.925652e-01	 2.735142e+00	-3.818533e-01	 6.127729e-01	-5.275820e-01	 2.237103e+00	-3.383007e-01	 5.128563e-01	-3.430978e-01	 1.784567e+00	-2.878125e-01	 4.324408e-01	-6.240730e-01	 2.692498e+00	-6.118251e-01	 6.205274e-01	-4.238057e-01	 2.217177e+00	-5.359959e-01	 5.380114e-01	-2.118802e-01	 1.769059e+00	-4.511011e-01	 4.671535e-01	
