label=Stress@IntegrationPoint
num_items=128

0	: 5.669221e+02	 6.690535e+02	 6.043081e+01	 3.707927e+02	 1.119047e+02	 1.649721e+02	 1.425032e+01	 8.306302e+01	 5.541798e+01	 1.015060e+02	 5.068353e+00	 4.707719e+01	 5.031869e+02	 7.691686e+02	 8.350197e+01	 3.817067e+02	 8.993187e+01	 1.742270e+02	 1.696105e+01	 7.924766e+01	 3.945556e+01	 9.952264e+01	 7.358412e+00	 4.169346e+01	 2.837372e+02	 8.025490e+02	 7.978303e+01	 3.258859e+02	 4.366315e+01	 1.730694e+02	 1.499572e+01	 6.501976e+01	 1.001885e+01	 9.176460e+01	 7.781252e+00	 3.053504e+01	
1	: 2.523537e+02	 7.033037e+02	 7.399835e+01	 2.866972e+02	 2.784438e+01	 1.730612e+02	 1.084652e+01	 6.027168e+01	 6.047145e+00	 1.085912e+02	 1.121782e+00	 3.439152e+01	 2.645332e+02	 8.670949e+02	-3.759065e+01	 3.394884e+02	 2.555569e+01	 2.012403e+02	-1.315688e+01	 6.803880e+01	 1.057738e+01	 1.232553e+02	-1.224993e+01	 4.014981e+01	 1.630214e+02	 7.656061e+02	-1.565441e+02	 2.785882e+02	-4.298461e-01	 1.741267e+02	-4.094213e+01	 5.210907e+01	 2.841576e+00	 1.092986e+02	-2.703262e+01	 3.364206e+01	
2	: 2.298438e+02	 6.504481e+02	-3.049645e+02	 2.640876e+02	 2.097438e+01	 1.506428e+02	-6.811097e+01	 5.148515e+01	 3.011641e+00	 9.083082e+01	-3.775076e+01	 2.815274e+01	 2.357888e+02	 3.807595e+02	-2.663987e+02	 1.849645e+02	 2.885601e+01	 9.098633e+01	-6.087289e+01	 3.595270e+01	-4.263431e+00	 5.125081e+01	-3.574419e+01	 1.409621e+01	 2.613743e+02	 1.568985e+02	-2.113383e+02	 1.254818e+02	 4.005538e+01	 3.907131e+01	-4.563120e+01	 2.373801e+01	-1.029400e+01	 1.457464e+01	-3.022133e+01	 1.284192e+00	
3	: 2.582917e+02	 9.612557e+01	-1.776875e+02	 1.063252e+02	 2.870333e+01	 2.174997e+01	-3.926559e+01	 1.513599e+01	-1.542877e+00	 1.183818e+01	-2.203296e+01	 3.088590e+00	 2.227590e+02	 7.404306e+01	-9.342149e+01	 8.904062e+01	 1.954138e+01	 1.593546e+01	-2.079516e+01	 1.064305e+01	-5.537644e+00	 8.868972e+00	-1.115155e+01	 9.993984e-01	 1.213821e+01	-2.307720e+01	-7.791783e+00	-3.281696e+00	-2.637278e+01	-5.629993e+00	-1.970856e+00	-9.600832e+00	-3.079611e+01	-3.213245e+00	-4.452297e-02	-1.020281e+01	
4	: 1.063026e+01	 6.812485e+01	 2.994730e+00	 2.362653e+01	 2.942665e-01	 4.296232e+01	 8.857164e-02	 1.297697e+01	-3.218082e+00	 3.372160e+01	-6.522443e-01	 9.151057e+00	 9.703801e+00	 6.993801e+01	 6.687296e+00	 2.389254e+01	-3.949509e-01	 4.327436e+01	 4.148112e-01	 1.286382e+01	-3.191623e+00	 3.364889e+01	-1.165568e+00	 9.137181e+00	 7.187653e+00	 7.106986e+01	 1.031510e+01	 2.347725e+01	-1.878924e+00	 4.324579e+01	 7.049613e-01	 1.241006e+01	-3.164982e+00	 3.357626e+01	-1.686311e+00	 9.123382e+00	
5	:-2.708231e+00	 3.477342e+01	-2.380762e-01	 9.619556e+00	-2.631473e+00	 3.552406e+01	 2.326948e-01	 9.867775e+00	-3.767811e+00	 3.344414e+01	 2.455128e-01	 8.902899e+00	-2.438835e+00	 3.478394e+01	-3.447665e-01	 9.703531e+00	-2.546868e+00	 3.549612e+01	 4.770957e-01	 9.884777e+00	-3.860448e+00	 3.339536e+01	 4.461984e-01	 8.860475e+00	-1.974081e+00	 3.487818e+01	-4.504010e-01	 9.871231e+00	-2.391111e+00	 3.549869e+01	 7.230045e-01	 9.932272e+00	-4.006144e+00	 3.332385e+01	 6.488440e-01	 8.795312e+00	
6	:-4.339219e+00	 3.133996e+01	 7.732258e-02	 8.100224e+00	-4.114125e+00	 2.864448e+01	-1.038104e-01	 7.359107e+00	-3.471763e+00	 2.692262e+01	-1.082392e-01	 7.035257e+00	-4.450209e+00	 3.131932e+01	 1.217476e-01	 8.060732e+00	-4.132560e+00	 2.869090e+01	-2.051631e-01	 7.367502e+00	-3.423586e+00	 2.697557e+01	-2.118396e-01	 7.065596e+00	-4.637262e+00	 3.126607e+01	 1.678120e-01	 7.988642e+00	-4.181902e+00	 2.872407e+01	-3.064310e-01	 7.362651e+00	-3.361161e+00	 2.703463e+01	-3.169101e-01	 7.102040e+00	
7	:-3.047222e+00	 2.626380e+01	-4.272060e-02	 6.964974e+00	-2.585429e+00	 2.489383e+01	 2.789441e-02	 6.692519e+00	-2.255988e+00	 2.321503e+01	 2.894198e-02	 6.287713e+00	-3.001456e+00	 2.628387e+01	-9.872752e-02	 6.984724e+00	-2.584864e+00	 2.486365e+01	 1.588788e-02	 6.683635e+00	-2.280560e+00	 2.318142e+01	 1.577038e-02	 6.270257e+00	-2.932437e+00	 2.631390e+01	-1.563069e-01	 7.014439e+00	-2.575255e+00	 2.483734e+01	 3.511127e-03	 6.678626e+00	-2.310298e+00	 2.314559e+01	 3.430838e-03	 6.250587e+00	
8	:-2.110214e+00	 2.212053e+01	 2.838681e-03	 6.003095e+00	-1.792293e+00	 2.037972e+01	-2.482691e-02	 5.576228e+00	-1.379904e+00	 1.885933e+01	-2.432792e-02	 5.243829e+00	-2.129806e+00	 2.210834e+01	-2.555582e-02	 5.993560e+00	-1.790249e+00	 2.039648e+01	-6.518329e-02	 5.581869e+00	-1.368099e+00	 1.887733e+01	-6.110427e-02	 5.252770e+00	-2.157276e+00	 2.209277e+01	-5.297548e-02	 5.980650e+00	-1.791193e+00	 2.041196e+01	-1.052764e-01	 5.586229e+00	-1.354392e+00	 1.889615e+01	-9.832896e-02	 5.262527e+00	
9	:-1.168373e+00	 1.803884e+01	-1.315542e-02	 5.061139e+00	-9.041072e-01	 1.662229e+01	-7.929598e-04	 4.715455e+00	-6.232521e-01	 1.524446e+01	 1.789141e-04	 4.386362e+00	-1.160128e+00	 1.804467e+01	-4.275269e-02	 5.065362e+00	-9.059975e-01	 1.661274e+01	-2.243131e-02	 4.712023e+00	-6.287785e-01	 1.523469e+01	-1.830249e-02	 4.381772e+00	-1.148998e+00	 1.805174e+01	-7.289203e-02	 5.070822e+00	-9.065133e-01	 1.660378e+01	-4.422228e-02	 4.709179e+00	-6.344411e-01	 1.522486e+01	-3.654705e-02	 4.377125e+00	
