label=Strain@IntegrationPoint
num_items=128

0:	 1.237710e-03	 1.882228e-03	 7.627190e-04	 0.000000e+00	 1.820103e-04	 5.169018e-04	 1.798584e-04	 0.000000e+00	 5.263609e-05	 3.434826e-04	 6.396951e-05	 0.000000e+00	 7.666230e-04	 2.445148e-03	 1.053908e-03	 0.000000e+00	 6.742460e-05	 5.993842e-04	 2.140716e-04	 0.000000e+00	-1.412267e-05	 3.649414e-04	 9.287316e-05	 0.000000e+00	-2.659865e-04	 3.008068e-03	 1.006970e-03	 0.000000e+00	-1.347747e-04	 6.818666e-04	 1.892663e-04	 0.000000e+00	-1.294711e-04	 3.864002e-04	 9.820998e-05	 0.000000e+00	
1:	-2.167309e-04	 2.629070e-03	 9.339597e-04	 0.000000e+00	-2.046383e-04	 7.117786e-04	 1.368979e-04	 0.000000e+00	-1.788722e-04	 4.682507e-04	 1.415841e-05	 0.000000e+00	-4.730181e-04	 3.329555e-03	-4.744451e-04	 0.000000e+00	-2.680973e-04	 8.405920e-04	-1.660577e-04	 0.000000e+00	-1.866221e-04	 5.244523e-04	-1.546108e-04	 0.000000e+00	-7.293054e-04	 3.073414e-03	-1.975799e-03	 0.000000e+00	-3.315562e-04	 7.700144e-04	-5.167454e-04	 0.000000e+00	-1.943720e-04	 4.774444e-04	-3.411883e-04	 0.000000e+00	
2:	-2.161016e-04	 2.438198e-03	-3.849066e-03	 0.000000e+00	-1.925437e-04	 6.257521e-04	-8.596530e-04	 0.000000e+00	-1.586574e-04	 3.955413e-04	-4.764659e-04	 0.000000e+00	 3.207361e-04	 1.235600e-03	-3.362313e-03	 0.000000e+00	-4.478498e-05	 3.472996e-04	-7.682986e-04	 0.000000e+00	-1.158618e-04	 2.344707e-04	-4.511403e-04	 0.000000e+00	 8.575738e-04	 1.982605e-04	-2.667377e-03	 0.000000e+00	 1.029737e-04	 9.676356e-05	-5.759278e-04	 0.000000e+00	-7.306626e-05	 8.387176e-05	-3.814342e-04	 0.000000e+00	
3:	 9.590121e-04	-6.436651e-05	-2.242658e-03	 0.000000e+00	 8.561915e-05	 4.173871e-05	-4.955851e-04	 0.000000e+00	-2.922771e-05	 5.521584e-05	-2.780859e-04	 0.000000e+00	 8.438539e-04	-9.464480e-05	-1.179106e-03	 0.000000e+00	 5.615449e-05	 3.339870e-05	-2.624631e-04	 0.000000e+00	-4.125318e-05	 4.966236e-05	-1.407477e-04	 0.000000e+00	 9.731010e-05	-1.249231e-04	-9.834289e-05	 0.000000e+00	-1.058424e-04	 2.505870e-05	-2.487489e-05	 0.000000e+00	-1.299577e-04	 4.410888e-05	-5.619404e-07	 0.000000e+00	
4:	-8.201534e-05	 2.808146e-04	 3.779757e-05	 0.000000e+00	-8.003651e-05	 1.892279e-04	 1.117895e-06	 0.000000e+00	-7.805767e-05	 1.550569e-04	-8.232209e-06	 0.000000e+00	-8.954060e-05	 2.905782e-04	 8.440277e-05	 0.000000e+00	-8.367186e-05	 1.919111e-04	 5.235481e-06	 0.000000e+00	-7.780313e-05	 1.546856e-04	-1.471105e-05	 0.000000e+00	-1.027985e-04	 3.003417e-04	 1.301906e-04	 0.000000e+00	-9.017319e-05	 1.945944e-04	 8.897570e-06	 0.000000e+00	-7.754793e-05	 1.543143e-04	-2.128353e-05	 0.000000e+00	
5:	-7.779671e-05	 1.587380e-04	-3.004846e-06	 0.000000e+00	-7.887875e-05	 1.619086e-04	 2.936924e-06	 0.000000e+00	-7.996079e-05	 1.548719e-04	 3.098706e-06	 0.000000e+00	-7.662658e-05	 1.582744e-04	-4.351421e-06	 0.000000e+00	-7.845213e-05	 1.616250e-04	 6.021596e-06	 0.000000e+00	-8.027767e-05	 1.548318e-04	 5.631630e-06	 0.000000e+00	-7.475197e-05	 1.578109e-04	-5.684673e-06	 0.000000e+00	-7.776892e-05	 1.613414e-04	 9.125300e-06	 0.000000e+00	-8.078588e-05	 1.547917e-04	 8.189294e-06	 0.000000e+00	
6:	-7.850134e-05	 1.466586e-04	 9.759161e-07	 0.000000e+00	-7.240389e-05	 1.343252e-04	-1.310229e-06	 0.000000e+00	-6.630644e-05	 1.255028e-04	-1.366125e-06	 0.000000e+00	-7.895254e-05	 1.467775e-04	 1.536621e-06	 0.000000e+00	-7.257320e-05	 1.345651e-04	-2.589437e-06	 0.000000e+00	-6.619387e-05	 1.256455e-04	-2.673704e-06	 0.000000e+00	-7.967804e-05	 1.468964e-04	 2.118016e-06	 0.000000e+00	-7.285398e-05	 1.348051e-04	-3.867576e-06	 0.000000e+00	-6.602991e-05	 1.257882e-04	-3.999836e-06	 0.000000e+00	
7:	-6.318376e-05	 1.217887e-04	-5.391920e-07	 0.000000e+00	-5.855016e-05	 1.148626e-04	 3.520654e-07	 0.000000e+00	-5.391656e-05	 1.068229e-04	 3.652871e-07	 0.000000e+00	-6.301958e-05	 1.217907e-04	-1.246075e-06	 0.000000e+00	-5.849053e-05	 1.147282e-04	 2.005266e-07	 0.000000e+00	-5.396147e-05	 1.067209e-04	 1.990436e-07	 0.000000e+00	-6.277155e-05	 1.217927e-04	-1.972806e-06	 0.000000e+00	-5.839828e-05	 1.145938e-04	 4.431519e-08	 0.000000e+00	-5.402500e-05	 1.066189e-04	 4.330184e-08	 0.000000e+00	
8:	-5.120049e-05	 1.017120e-04	 3.582802e-08	 0.000000e+00	-4.650037e-05	 9.342009e-05	-3.133493e-07	 0.000000e+00	-4.180025e-05	 8.592308e-05	-3.070515e-07	 0.000000e+00	-5.126396e-05	 1.016952e-04	-3.225492e-07	 0.000000e+00	-4.652307e-05	 9.349026e-05	-8.227017e-07	 0.000000e+00	-4.178219e-05	 8.598025e-05	-7.712190e-07	 0.000000e+00	-5.135584e-05	 1.016785e-04	-6.686225e-07	 0.000000e+00	-4.655655e-05	 9.356042e-05	-1.328731e-06	 0.000000e+00	-4.175726e-05	 8.603742e-05	-1.241045e-06	 0.000000e+00	
9:	-3.931245e-05	 8.189809e-05	-1.660393e-07	 0.000000e+00	-3.546326e-05	 7.514023e-05	-1.000823e-08	 0.000000e+00	-3.161407e-05	 6.852196e-05	 2.258139e-09	 0.000000e+00	-3.928707e-05	 8.190824e-05	-5.395971e-07	 0.000000e+00	-3.545353e-05	 7.510162e-05	-2.831137e-07	 0.000000e+00	-3.161998e-05	 6.848926e-05	-2.310024e-07	 0.000000e+00	-3.925129e-05	 8.191840e-05	-9.199965e-07	 0.000000e+00	-3.543884e-05	 7.506300e-05	-5.581453e-07	 0.000000e+00	-3.162639e-05	 6.845656e-05	-4.612735e-07	 0.000000e+00	
